date,area_name,healthcare_type,patients
2020-11-26,London,Patients in Hospital,1643
2020-11-26,London,Patients admitted to Hospital,155
2020-11-26,Rest of England,Patients in mechanical ventilation beds,1013
2020-11-26,Rest of England,Patients in Hospital,12265
2020-11-26,Rest of England,Patients admitted to Hospital,1043
2020-11-27,London,Patients in mechanical ventilation beds,267
2020-11-27,London,Patients in Hospital,1674
2020-11-27,London,Patients admitted to Hospital,124
2020-11-27,Rest of England,Patients in mechanical ventilation beds,975
2020-11-27,Rest of England,Patients in Hospital,12080
2020-11-27,Rest of England,Patients admitted to Hospital,931
2020-11-28,London,Patients in mechanical ventilation beds,248
2020-11-28,London,Patients in Hospital,1635
2020-11-28,London,Patients admitted to Hospital,107
2020-11-28,Rest of England,Patients in mechanical ventilation beds,956
2020-11-28,Rest of England,Patients in Hospital,11573
2020-11-28,Rest of England,Patients admitted to Hospital,958
2020-11-29,London,Patients in mechanical ventilation beds,260
2020-11-29,London,Patients in Hospital,1663
2020-11-29,London,Patients admitted to Hospital,154
2020-11-29,Rest of England,Patients in mechanical ventilation beds,954
2020-11-29,Rest of England,Patients in Hospital,11858
2020-11-29,Rest of England,Patients admitted to Hospital,1061
2020-11-30,London,Patients in mechanical ventilation beds,253
2020-11-30,London,Patients in Hospital,1677
2020-11-30,London,Patients admitted to Hospital,146
2020-11-30,Rest of England,Patients in mechanical ventilation beds,932
2020-11-30,Rest of England,Patients in Hospital,12079
2020-11-30,Rest of England,Patients admitted to Hospital,1070
2020-12-01,London,Patients in mechanical ventilation beds,259
2020-12-01,London,Patients in Hospital,1701
2020-12-01,London,Patients admitted to Hospital,160
2020-12-01,Rest of England,Patients in mechanical ventilation beds,923
2020-12-01,Rest of England,Patients in Hospital,11806
2020-12-01,Rest of England,Patients admitted to Hospital,1111
2020-12-02,London,Patients in mechanical ventilation beds,256
2020-12-02,London,Patients in Hospital,1637
2020-12-02,London,Patients admitted to Hospital,162
2020-12-02,Rest of England,Patients in mechanical ventilation beds,893
2020-12-02,Rest of England,Patients in Hospital,11575
2020-12-02,Rest of England,Patients admitted to Hospital,1100
2020-12-03,London,Patients in mechanical ventilation beds,256
2020-12-03,London,Patients in Hospital,1685
2020-12-03,London,Patients admitted to Hospital,156
2020-12-03,Rest of England,Patients in mechanical ventilation beds,838
2020-12-03,Rest of England,Patients in Hospital,11211
2020-12-03,Rest of England,Patients admitted to Hospital,1181
2020-12-04,London,Patients in mechanical ventilation beds,249
2020-12-04,London,Patients in Hospital,1659
2020-12-04,London,Patients admitted to Hospital,170
2020-12-04,Rest of England,Patients in mechanical ventilation beds,864
2020-12-04,Rest of England,Patients in Hospital,11328
2020-12-04,Rest of England,Patients admitted to Hospital,1078
2020-12-05,London,Patients in mechanical ventilation beds,238
2020-12-05,London,Patients in Hospital,1710
2020-12-05,London,Patients admitted to Hospital,141
2020-12-05,Rest of England,Patients in mechanical ventilation beds,848
2020-12-05,Rest of England,Patients in Hospital,11258
2020-12-05,Rest of England,Patients admitted to Hospital,1045
2020-12-06,London,Patients in mechanical ventilation beds,242
2020-12-06,London,Patients in Hospital,1766
2020-12-06,London,Patients admitted to Hospital,179
2020-12-06,Rest of England,Patients in mechanical ventilation beds,845
2020-12-06,Rest of England,Patients in Hospital,11423
2020-12-06,Rest of England,Patients admitted to Hospital,1132
2020-12-07,London,Patients in mechanical ventilation beds,244
2020-12-07,London,Patients in Hospital,1822
2020-12-07,London,Patients admitted to Hospital,210
2020-12-07,Rest of England,Patients in mechanical ventilation beds,865
2020-12-07,Rest of England,Patients in Hospital,11794
2020-12-07,Rest of England,Patients admitted to Hospital,1256
2020-12-08,London,Patients in mechanical ventilation beds,249
2020-12-08,London,Patients in Hospital,1849
2020-12-08,London,Patients admitted to Hospital,203
2020-12-08,Rest of England,Patients in mechanical ventilation beds,869
2020-12-08,Rest of England,Patients in Hospital,11780
2020-12-08,Rest of England,Patients admitted to Hospital,1325
2020-12-09,London,Patients in mechanical ventilation beds,241
2020-12-09,London,Patients in Hospital,1787
2020-12-09,London,Patients admitted to Hospital,248
2020-12-09,Rest of England,Patients in mechanical ventilation beds,853
2020-12-09,Rest of England,Patients in Hospital,11680
2020-12-09,Rest of England,Patients admitted to Hospital,1302
2020-12-10,London,Patients in mechanical ventilation beds,256
2020-12-10,London,Patients in Hospital,1934
2020-12-10,London,Patients admitted to Hospital,235
2020-12-10,Rest of England,Patients in mechanical ventilation beds,854
2020-12-10,Rest of England,Patients in Hospital,11862
2020-12-10,Rest of England,Patients admitted to Hospital,1289
2020-12-11,London,Patients in mechanical ventilation beds,261
2020-12-11,London,Patients in Hospital,2031
2020-12-11,London,Patients admitted to Hospital,277
2020-12-11,Rest of England,Patients in mechanical ventilation beds,856
2020-12-11,Rest of England,Patients in Hospital,11870
2020-12-11,Rest of England,Patients admitted to Hospital,1173
2020-12-12,London,Patients in mechanical ventilation beds,256
2020-12-12,London,Patients in Hospital,2092
2020-12-12,London,Patients admitted to Hospital,246
2020-12-12,Rest of England,Patients in mechanical ventilation beds,831
2020-12-12,Rest of England,Patients in Hospital,11835
2020-12-12,Rest of England,Patients admitted to Hospital,1341
2020-12-13,London,Patients in mechanical ventilation beds,256
2020-12-13,London,Patients in Hospital,2212
2020-12-13,London,Patients admitted to Hospital,287
2020-12-13,Rest of England,Patients in mechanical ventilation beds,867
2020-12-13,Rest of England,Patients in Hospital,12248
2020-12-13,Rest of England,Patients admitted to Hospital,1294
2020-12-14,London,Patients in mechanical ventilation beds,262
2020-12-14,London,Patients in Hospital,2330
2020-12-14,London,Patients admitted to Hospital,292
2020-12-14,Rest of England,Patients in mechanical ventilation beds,865
2020-12-14,Rest of England,Patients in Hospital,12723
2020-12-14,Rest of England,Patients admitted to Hospital,1454
2020-12-15,London,Patients in mechanical ventilation beds,292
2020-12-15,London,Patients in Hospital,2482
2020-12-15,London,Patients admitted to Hospital,332
2020-12-15,Rest of England,Patients in mechanical ventilation beds,867
2020-12-15,Rest of England,Patients in Hospital,12549
2020-12-15,Rest of England,Patients admitted to Hospital,1398
2020-12-16,London,Patients in mechanical ventilation beds,291
2020-12-16,London,Patients in Hospital,2543
2020-12-16,London,Patients admitted to Hospital,252
2020-12-16,Rest of England,Patients in mechanical ventilation beds,872
2020-12-16,Rest of England,Patients in Hospital,12922
2020-12-16,Rest of England,Patients admitted to Hospital,1544
2020-12-17,London,Patients in mechanical ventilation beds,301
2020-12-17,London,Patients in Hospital,2607
2020-12-17,London,Patients admitted to Hospital,366
2020-12-17,Rest of England,Patients in mechanical ventilation beds,887
2020-12-17,Rest of England,Patients in Hospital,13134
2020-12-17,Rest of England,Patients admitted to Hospital,1507
2020-12-18,London,Patients in mechanical ventilation beds,311
2020-12-18,London,Patients in Hospital,2726
2020-12-18,London,Patients admitted to Hospital,357
2020-12-18,Rest of England,Patients in mechanical ventilation beds,879
2020-12-18,Rest of England,Patients in Hospital,13140
2020-12-18,Rest of England,Patients admitted to Hospital,1315
2020-12-19,London,Patients in mechanical ventilation beds,322
2020-12-19,London,Patients in Hospital,2909
2020-12-19,London,Patients admitted to Hospital,404
2020-12-19,Rest of England,Patients in mechanical ventilation beds,917
2020-12-19,Rest of England,Patients in Hospital,13274
2020-12-19,Rest of England,Patients admitted to Hospital,1408
2020-12-20,London,Patients in mechanical ventilation beds,355
2020-12-20,London,Patients in Hospital,3067
2020-12-20,London,Patients admitted to Hospital,413
2020-12-20,Rest of England,Patients in mechanical ventilation beds,912
2020-12-20,Rest of England,Patients in Hospital,13566
2020-12-20,Rest of England,Patients admitted to Hospital,1563
2020-12-21,London,Patients in mechanical ventilation beds,378
2020-12-21,London,Patients in Hospital,3367
2020-12-21,London,Patients admitted to Hospital,505
2020-12-21,Rest of England,Patients in mechanical ventilation beds,949
2020-12-21,Rest of England,Patients in Hospital,14342
2020-12-21,Rest of England,Patients admitted to Hospital,1610
2020-12-22,London,Patients in mechanical ventilation beds,400
2020-12-22,London,Patients in Hospital,3559
2020-12-22,London,Patients admitted to Hospital,508
2020-12-22,Rest of England,Patients in mechanical ventilation beds,939
2020-12-22,Rest of England,Patients in Hospital,14504
2020-12-22,Rest of England,Patients admitted to Hospital,1695
2020-12-23,London,Patients in mechanical ventilation beds,411
2020-12-23,London,Patients in Hospital,3578
2020-12-23,London,Patients admitted to Hospital,511
2020-12-23,Rest of England,Patients in mechanical ventilation beds,963
2020-12-23,Rest of England,Patients in Hospital,14256
2020-12-23,Rest of England,Patients admitted to Hospital,1469
2020-12-24,London,Patients in mechanical ventilation beds,462
2020-12-24,London,Patients in Hospital,3966
2020-12-24,London,Patients admitted to Hospital,492
2020-12-24,Rest of England,Patients in mechanical ventilation beds,965
2020-12-24,Rest of England,Patients in Hospital,14261
2020-12-24,Rest of England,Patients admitted to Hospital,1303
2020-12-25,London,Patients in mechanical ventilation beds,455
2020-12-25,London,Patients in Hospital,4019
2020-12-25,London,Patients admitted to Hospital,578
2020-12-25,Rest of England,Patients in mechanical ventilation beds,982
2020-12-25,Rest of England,Patients in Hospital,13682
2020-12-25,Rest of England,Patients admitted to Hospital,1374
2020-12-26,London,Patients in mechanical ventilation beds,489
2020-12-26,London,Patients in Hospital,4276
2020-12-26,London,Patients admitted to Hospital,607
2020-12-26,Rest of England,Patients in mechanical ventilation beds,1009
2020-12-26,Rest of England,Patients in Hospital,14074
2020-12-26,Rest of England,Patients admitted to Hospital,1691
2020-12-27,London,Patients in mechanical ventilation beds,520
2020-12-27,London,Patients in Hospital,4591
2020-12-27,London,Patients admitted to Hospital,629
2020-12-27,Rest of England,Patients in mechanical ventilation beds,1036
2020-12-27,Rest of England,Patients in Hospital,14686
2020-12-27,Rest of England,Patients admitted to Hospital,1943
2020-12-28,London,Patients in mechanical ventilation beds,556
2020-12-28,London,Patients in Hospital,4957
2020-12-28,London,Patients admitted to Hospital,739
2020-12-28,Rest of England,Patients in mechanical ventilation beds,1085
2020-12-28,Rest of England,Patients in Hospital,15469
2020-12-28,Rest of England,Patients admitted to Hospital,2056
2020-12-29,London,Patients in mechanical ventilation beds,599
2020-12-29,London,Patients in Hospital,5371
2020-12-29,London,Patients admitted to Hospital,679
2020-12-29,Rest of England,Patients in mechanical ventilation beds,1129
2020-12-29,Rest of England,Patients in Hospital,16416
2020-12-29,Rest of England,Patients admitted to Hospital,2207
2020-12-30,London,Patients in mechanical ventilation beds,640
2020-12-30,London,Patients in Hospital,5524
2020-12-30,London,Patients admitted to Hospital,681
2020-12-30,Rest of England,Patients in mechanical ventilation beds,1214
2020-12-30,Rest of England,Patients in Hospital,17189
2020-12-30,Rest of England,Patients admitted to Hospital,2180
2020-12-31,London,Patients in mechanical ventilation beds,664
2020-12-31,London,Patients in Hospital,5685
2020-12-31,London,Patients admitted to Hospital,708
2020-12-31,Rest of England,Patients in mechanical ventilation beds,1235
2020-12-31,Rest of England,Patients in Hospital,17043
2020-12-31,Rest of England,Patients admitted to Hospital,1828
2021-01-01,London,Patients in mechanical ventilation beds,657
2021-01-01,London,Patients in Hospital,5511
2021-01-01,London,Patients admitted to Hospital,796
2021-01-01,Rest of England,Patients in mechanical ventilation beds,1283
2021-01-01,Rest of England,Patients in Hospital,17023
2021-01-01,Rest of England,Patients admitted to Hospital,2214
2021-01-02,London,Patients in mechanical ventilation beds,713
2021-01-02,London,Patients in Hospital,5861
2021-01-02,London,Patients admitted to Hospital,828
2021-01-02,Rest of England,Patients in mechanical ventilation beds,1304
2021-01-02,Rest of England,Patients in Hospital,17696
2021-01-02,Rest of England,Patients admitted to Hospital,2317
2021-01-03,London,Patients in mechanical ventilation beds,772
2021-01-03,London,Patients in Hospital,6358
2021-01-03,London,Patients admitted to Hospital,865
2021-01-03,Rest of England,Patients in mechanical ventilation beds,1409
2021-01-03,Rest of England,Patients in Hospital,18599
2021-01-03,Rest of England,Patients admitted to Hospital,2486
2021-01-04,London,Patients in mechanical ventilation beds,814
2021-01-04,London,Patients in Hospital,6733
2021-01-04,London,Patients admitted to Hospital,830
